Title,Location,Company
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Scientist,"Ottawa, ON",Larus Technologies
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Machine Learning Engineer,"Montréal, QC",Boast.AI
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Head of Data Analytics,"Toronto, ON",VersaPay
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
Machine Learning Engineer,"Montréal, QC",Boast.AI
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Scientist,"Ottawa, ON",Larus Technologies
Head of Data Analytics,"Toronto, ON",VersaPay
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Head of Data Analytics,"Toronto, ON",VersaPay
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Head of Data Analytics,"Toronto, ON",VersaPay
Machine Learning Engineer,"Edmonton, AB",Granify
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
"Specialist, Web Analytics","Montréal, QC",SSENSE
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Scientist,"Kingston, ON",DocuPet
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Scientist,"Ottawa, ON",Larus Technologies
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst,"Hamilton, ON",Hifyre
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Hamilton, ON",Hifyre
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Scientist,"Kingston, ON",DocuPet
Data Analyst,"Hamilton, ON",Hifyre
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Kingston, ON",DocuPet
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
Data Scientist,"Ottawa, ON",Larus Technologies
Lead Machine Learning Engineer,"Toronto, ON",Patriot One Technologies
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Principal AI Architect,"Toronto, ON",Birdseye
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Head of Data Analytics,"Toronto, ON",VersaPay
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Edmonton, AB",Granify
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Hamilton, ON",Hifyre
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Halifax, NS",Ceridian
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Principal AI Architect,"Toronto, ON",Birdseye
Head of Data Analytics,"Toronto, ON",VersaPay
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
"Specialist, Web Analytics","Montréal, QC",SSENSE
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
Head of Data Analytics,"Toronto, ON",VersaPay
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Principal AI Architect,"Toronto, ON",Birdseye
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Scientist,"Ottawa, ON",Larus Technologies
Bioinformatics Data Scientist,"Montréal, QC",Galenvs Sciences Inc.
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
"Development Manager, Reporting and Analytics","Toronto, ON",Ceridian
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Scientist,"Kingston, ON",DocuPet
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Principal AI Architect,"Toronto, ON",Birdseye
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Kingston, ON",DocuPet
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Engineer,"Edmonton, AB",Granify
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
"Specialist, Web Analytics","Montréal, QC",SSENSE
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Principal AI Architect,"Toronto, ON",Birdseye
Data Scientist,"Kingston, ON",DocuPet
Data Analyst,"Hamilton, ON",Hifyre
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
Data Analyst,"Toronto, ON",Postmedia Network Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Machine Learning Engineer,"Edmonton, AB",Granify
"Specialist, Web Analytics","Montréal, QC",SSENSE
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Data Analyst,"Hamilton, ON",Hifyre
Data Scientist,"Kingston, ON",DocuPet
Data Science Machine Learning PAID STUDENT INTERNSHIP,"Toronto, ON",Qode Social Media Marketing
"Specialist, Web Analytics","Montréal, QC",SSENSE
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Data Analyst,"Toronto, ON",Postmedia Network Inc.
"Technical Product Owner, Artificial Intelligence","Vancouver, BC",Finn.ai
Machine Learning Engineer,"Edmonton, AB",Granify
"Development Manager, Reporting and Analytics","Markham, ON",Ceridian
Principal AI Architect,"Toronto, ON",Birdseye
Post doc in signal processing and machine learning,"Sherbrooke, QC",Universite de Sherbrooke
Machine Learning Team Lead,"Calgary, AB",AltaML Inc./Janalta Interactive Inc.
Senior Financial and Data Analyst,"Mississauga, ON",OnPharm-United
Data Analyst (Paid Search),"Toronto, ON",Saatchi & Saatchi
Machine Learning Engineer,"Victoria, BC",Niricson Software Inc.
Data Scientist,"Ottawa, ON",Larus Technologies
Head of Data Analytics,"Toronto, ON",VersaPay
"Sr. Data Scientist, Machine Learning","Collingwood, ON",Deke Digital
"Software Engineer, Machine Learning Graphic Compiler [Canada...","Toronto, ON",Tenstorrent
Digital Data Analyst,"Ottawa, ON",LeapUX inc.
"Specialist, Web Analytics","Montréal, QC",SSENSE
